coff_symbol,address,data_hex,addends,evidence,validation
??_7CharacterObject@@6B@,0x006B001C,b027490030aa450010aa450050ad450020ae450050ac4500e0ac4500b0ab4500,0x0,target RTTI-owned global CharacterObject vtable and eight observed slots,address
__ehhandler$?acquire@ReimuObjectPool@th105@@QAEPAVReimuObject@@PAI@Z,0x006A9414,8b5424088d42e48b,0x0,target VC8 Reimu object-pool acquire EH handler entry bytes,address
??_7ReimuObject@@6B@,0x006B00B4,f02a490030aa450010aa450050ad4500,0x0,target RTTI-owned global ReimuObject vtable and four observed slots,address
__ehhandler$?acquire@SakuyaObjectPool@th105@@QAEPAVSakuyaObject@@PAI@Z,0x006A9414,8b5424088d42e48b,0x0,target Sakuya pool clone uses the same VC8 EH handler entry encoded in its exact prologue,address
??_7SakuyaObject@@6B@,0x006B089C,f0ea4d0030aa450010aa450050ad4500,0x0,target RTTI-owned global SakuyaObject vtable and four observed slots,address
__ehhandler$??0?$TObjectManagerBase@VSakuyaObject@@VCharacterObject@@@@QAE@XZ,0x006A8D0B,8b5424088d42f48b,0x0,target VC8 Sakuya TObjectManagerBase constructor EH handler entry bytes,address
??_7?$TObjectManagerBase@VSakuyaObject@@VCharacterObject@@@@6B@,0x006B08E4,50ec4d00,0x0,target RTTI-owned Sakuya TObjectManagerBase vtable and deleting-destructor slot,address
__ehhandler$??0?$TObjectManagerBase@VReimuObject@@VCharacterObject@@@@QAE@XZ,0x006A8B4B,8b5424088d42f48b,0x0,target VC8 Reimu TObjectManagerBase constructor EH handler entry bytes,address
??_7?$TObjectManagerBase@VReimuObject@@VCharacterObject@@@@6B@,0x006B00FC,f02e4900,0x0,target RTTI-owned Reimu TObjectManagerBase vtable and deleting-destructor slot,address
__ehhandler$??0?$TObjectManagerBase@VMarisaObject@@VCharacterObject@@@@QAE@XZ,0x006A8C1B,8b5424088d42f48b,0x0,target VC8 Marisa TObjectManagerBase constructor EH handler entry bytes,address
??_7?$TObjectManagerBase@VMarisaObject@@VCharacterObject@@@@6B@,0x006B0554,30964b00,0x0,target RTTI-owned Marisa TObjectManagerBase vtable and deleting-destructor slot,address
__ehhandler$??0?$TObjectManagerBase@VAliceObject@@VCharacterObject@@@@QAE@XZ,0x006A8DAB,8b5424088d42f48b,0x0,target VC8 Alice TObjectManagerBase constructor EH handler entry bytes,address
??_7?$TObjectManagerBase@VAliceObject@@VCharacterObject@@@@6B@,0x006B0BAC,90a24f00,0x0,target RTTI-owned Alice TObjectManagerBase vtable and deleting-destructor slot,address
__ehhandler$??0?$TObjectManagerBase@VPatchouliObject@@VCharacterObject@@@@QAE@XZ,0x006A8E4B,8b5424088d42f48b,0x0,target VC8 Patchouli TObjectManagerBase constructor EH handler entry bytes,address
??_7?$TObjectManagerBase@VPatchouliObject@@VCharacterObject@@@@6B@,0x006B0E7C,30e75100,0x0,target RTTI-owned Patchouli TObjectManagerBase vtable and deleting-destructor slot,address
__ehhandler$??0?$TObjectManagerBase@VYoumuObject@@VCharacterObject@@@@QAE@XZ,0x006A8EEB,8b5424088d42f48b,0x0,target VC8 Youmu TObjectManagerBase constructor EH handler entry bytes,address
??_7?$TObjectManagerBase@VYoumuObject@@VCharacterObject@@@@6B@,0x006B1114,30ac5300,0x0,target RTTI-owned Youmu TObjectManagerBase vtable and deleting-destructor slot,address
__ehhandler$??0?$TObjectManagerBase@VRemiliaObject@@VCharacterObject@@@@QAE@XZ,0x006A8FCB,8b5424088d42f48b,0x0,target VC8 Remilia TObjectManagerBase constructor EH handler entry bytes,address
??_7?$TObjectManagerBase@VRemiliaObject@@VCharacterObject@@@@6B@,0x006B1394,005a5500,0x0,target RTTI-owned Remilia TObjectManagerBase vtable and deleting-destructor slot,address
__ehhandler$??0?$TObjectManagerBase@VYuyukoObject@@VCharacterObject@@@@QAE@XZ,0x006A909B,8b5424088d42f48b,0x0,target VC8 Yuyuko TObjectManagerBase constructor EH handler entry bytes,address
??_7?$TObjectManagerBase@VYuyukoObject@@VCharacterObject@@@@6B@,0x006B161C,c0d55600,0x0,target RTTI-owned Yuyuko TObjectManagerBase vtable and deleting-destructor slot,address
__ehhandler$??0?$TObjectManagerBase@VYukariObject@@VCharacterObject@@@@QAE@XZ,0x006A913B,8b5424088d42f48b,0x0,target VC8 Yukari TObjectManagerBase constructor EH handler entry bytes,address
??_7?$TObjectManagerBase@VYukariObject@@VCharacterObject@@@@6B@,0x006B189C,10b75800,0x0,target RTTI-owned Yukari TObjectManagerBase vtable and deleting-destructor slot,address
__ehhandler$??0?$TObjectManagerBase@VSuikaObject@@VCharacterObject@@@@QAE@XZ,0x006A91DB,8b5424088d42f48b,0x0,target VC8 Suika TObjectManagerBase constructor EH handler entry bytes,address
??_7?$TObjectManagerBase@VSuikaObject@@VCharacterObject@@@@6B@,0x006B1B5C,50e15a00,0x0,target RTTI-owned Suika TObjectManagerBase vtable and deleting-destructor slot,address
__ehhandler$??0?$TObjectManagerBase@VUdongeObject@@VCharacterObject@@@@QAE@XZ,0x006A92BB,8b5424088d42f48b,0x0,target VC8 Udonge TObjectManagerBase constructor EH handler entry bytes,address
??_7?$TObjectManagerBase@VUdongeObject@@VCharacterObject@@@@6B@,0x006B1DFC,b0605d00,0x0,target RTTI-owned Udonge TObjectManagerBase vtable and deleting-destructor slot,address
__ehhandler$??0?$TObjectManagerBase@VKomachiObject@@VCharacterObject@@@@QAE@XZ,0x006A935B,8b5424088d42f48b,0x0,target VC8 Komachi TObjectManagerBase constructor EH handler entry bytes,address
??_7?$TObjectManagerBase@VKomachiObject@@VCharacterObject@@@@6B@,0x006B2034,706e5f00,0x0,target RTTI-owned Komachi TObjectManagerBase vtable and deleting-destructor slot,address
__ehhandler$??0?$TObjectManagerBase@VAyaObject@@VCharacterObject@@@@QAE@XZ,0x006A943B,8b5424088d42f48b,0x0,target VC8 Aya TObjectManagerBase constructor EH handler entry bytes,address
??_7?$TObjectManagerBase@VAyaObject@@VCharacterObject@@@@6B@,0x006B229C,90776100,0x0,target RTTI-owned Aya TObjectManagerBase vtable and deleting-destructor slot,address
__ehhandler$??0?$TObjectManagerBase@VIkuObject@@VCharacterObject@@@@QAE@XZ,0x006A94DB,8b5424088d42f48b,0x0,target VC8 Iku TObjectManagerBase constructor EH handler entry bytes,address
??_7?$TObjectManagerBase@VIkuObject@@VCharacterObject@@@@6B@,0x006B24F4,d0046300,0x0,target RTTI-owned Iku TObjectManagerBase vtable and deleting-destructor slot,address
__ehhandler$??0?$TObjectManagerBase@VTenshiObject@@VCharacterObject@@@@QAE@XZ,0x006A95AB,8b5424088d42f48b,0x0,target VC8 Tenshi TObjectManagerBase constructor EH handler entry bytes,address
??_7?$TObjectManagerBase@VTenshiObject@@VCharacterObject@@@@6B@,0x006B275C,60a86400,0x0,target RTTI-owned Tenshi TObjectManagerBase vtable and deleting-destructor slot,address
?g_pair_state_6e6238@th105@@3HA,0x006E6238,00000000,0x0,PE virtual zero-fill and exact 0x0046A490 direct zero store,address
?g_stage_surface_heights_6e4e38@th105@@3PAMA,0x006E4E38,00000000,0x0,PE virtual zero-fill table base and exact 0x0046A490 memset destination,address
__ehhandler$?dispatch_round_phase_34@BattleController@th105@@UAEXH@Z,0x006A8926,8b542408,0x0,target VC8 dispatch-round-phase EH handler entry and exact 0x00470500 probe,address
__real@43f00000,0x006AC578,0000f043,0x0,target float 480.0 used by exact battle round transition,literal
__real@c4200000,0x006AED38,000020c4,0x0,target float -640.0 loaded by 0x004643F0; IDA memory readback verified,literal
?g_battle_transition_mode@th105@@3EA,0x006E4E2F,00,0x0,target transition mode byte direct load at exact 0x00470500,address
?g_battle_scene_renderer@th105@@3PAEA,0x006E6248,00000000,0x0,target BSS pointer loaded by 0x0045C8B0 before indexed player callback dispatch,address
??_C@_04IJKGBDBE@Lose?$AA@,0x006AF8E4,4c6f736500,0x0,target Lose transition string used by exact 0x00470500,literal
??_C@_03DEBJKBHO@Win?$AA@,0x006AF8E0,57696e00,0x0,target Win transition string used by exact 0x00470500,literal
??_C@_08LJHDLOLO@Continue?$AA@,0x006AF8EC,436f6e74696e756500,0x0,target Continue string bytes at sole 0x00470780 construction site,literal
?g_text_glyph_transform@th105@@3UGlyphTransform@1@A,0x006E4B58,00000100,0x0,IDA memory readback of the first FIXED 1.0 element and both exact-target GetGlyphOutlineA call sites prove the MAT2 address,address
__imp__GetGlyphOutlineA@28,0x006AC018,70f02c00,0x0,target GDI32 GetGlyphOutlineA IAT slot and on-disk thunk RVA,literal
_zcalloc,0x00668530,8b4424080faf4424,0x0,target function entry and exact zlib inflateInit2_/deflateInit2_ function-pointer stores,address
_zcfree,0x00668550,8b44240850e8cc57,0x0,target function entry and exact zlib inflateInit2_/deflateInit2_ function-pointer stores,address
_z_errmsg+0x10,0x006B6120,e8606b00,0x10,target zlib stream-error pointer at table addend 0x10 and decoded target string,address
_z_errmsg+0x18,0x006B6120,c8606b00,0x18,target zlib insufficient-memory pointer at table addend 0x18 and decoded target string,address
_z_errmsg+0x1C,0x006B6120,b8606b00,0x1c,target zlib buffer-error pointer at table addend 0x1C and decoded target string,address
_static_l_desc,0x006D3188,c8636b0078626b00010100001e0100000f000000,0x0,target zlib literal-tree descriptor fields and exact _tr_init immediate,address
_static_d_desc,0x006D319C,48686b0000636b00000000001e0000000f000000,0x0,target zlib distance-tree descriptor fields and exact _tr_init immediate,address
_static_bl_desc,0x006D31B0,0000000078636b00000000001300000007000000,0x0,target zlib bit-length-tree descriptor fields and exact _tr_init immediate,address
_configuration_table+0x8,0x006B4020,a0756600,0x8,target zlib compression configuration table first function pointer and exact deflate indexed load,address
_static_ltree,0x006B63C8,0c0008008c0008004c000800cc000800,0x0,target bytes equal official zlib v1.2.3 static literal tree prefix,literal
_static_dtree,0x006B6848,00000500100005000800050018000500,0x0,target bytes equal official zlib v1.2.3 static distance tree prefix,literal
_configuration_table+0x0,0x006B4020,0000,0x0,target zlib compression configuration table good-length word and exact lm_init indexed access,address
_configuration_table+0x2,0x006B4020,0000,0x2,target zlib compression configuration table max-lazy word and exact lm_init indexed access,address
_configuration_table+0x4,0x006B4020,0000,0x4,target zlib compression configuration table nice-length word and exact lm_init indexed access,address
_configuration_table+0x6,0x006B4020,0000,0x6,target zlib compression configuration table max-chain word and exact lm_init indexed access,address
_crc_table,0x006B40A0,00000000963007772c610eeeba510999,0x0,target CRC table header and prefix equals official zlib v1.2.3 table and get_crc_table return,address
_crc_table+0x400,0x006B40A0,0000000041311b1982623632c3532d2b,0x400,target zlib CRC slicing table 1 prefix and exact crc32_little indexed access,address
_crc_table+0x800,0x006B40A0,00000000376ac2016ed4840359be4602,0x800,target zlib CRC slicing table 2 prefix and exact crc32_little indexed access,address
_crc_table+0xC00,0x006B40A0,000000006567bcb88bc809aaeeafb512,0xc00,target zlib CRC slicing table 3 prefix and exact crc32_little indexed access,address
__length_code,0x006B6AC0,0001020304050607080809090a0a0b0b,0x0,target zlib length-code table prefix and exact deflate/tree indexed accesses,address
__dist_code,0x006B68C0,00010203040405050606060607070707,0x0,target zlib distance-code table prefix and exact deflate/tree indexed accesses,address
__dist_code+0x100,0x006B68C0,00001011121213131414141415151515,0x100,target zlib distance-code high-half prefix and exact indexed accesses,address
_extra_lbits,0x006B6278,00000000000000000000000000000000,0x0,target zlib literal extra-bits table prefix and exact compress_block indexed access,address
_base_length,0x006B6BC0,00000000010000000200000003000000,0x0,target zlib base-length table prefix and exact compress_block indexed access,address
_extra_dbits,0x006B6300,00000000000000000000000000000000,0x0,target zlib distance extra-bits table prefix and exact compress_block indexed access,address
_base_dist,0x006B6C38,00000000010000000200000003000000,0x0,target zlib base-distance table prefix and exact compress_block indexed access,address
_bl_order,0x006B62EC,10111200080709060a050b040c030d020e010f,0x0,target bytes equal official zlib v1.2.3 bit-length-code order and exact tree helper indexed accesses,literal
_bl_order+0xFFFFFFFF,0x006B62EC,0010111200080709060a050b040c030d020e010f,0xffffffff,target byte immediately before zlib bit-length order plus complete table for build_bl_tree index-minus-one access,literal
_bl_order+0xFFFFFFFE,0x006B62EC,000010111200080709060a050b040c030d020e010f,0xfffffffe,target two bytes before zlib bit-length order plus complete table for build_bl_tree index-minus-two access,literal
_bl_order+0xFFFFFFFD,0x006B62EC,00000010111200080709060a050b040c030d020e010f,0xfffffffd,target three bytes before zlib bit-length order plus complete table for build_bl_tree index-minus-three access,literal
?lbase@?1??inflate_table@@9@9,0x006B6178,03000400050006000700080009000a000b000d000f001100130017001b001f0023002b0033003b0043005300630073008300a300c300e300020100000000,0x0,target bytes equal complete official zlib v1.2.3 inflate length-base table,literal
?lext@?1??inflate_table@@9@9,0x006B61B8,10001000100010001000100010001000110011001100110012001200120012001300130013001300140014001400140015001500150015001000c900c400,0x0,target bytes equal complete official zlib v1.2.3 inflate length-extra table,literal
?dbase@?1??inflate_table@@9@9,0x006B61F8,01000200030004000500070009000d001100190021003100410061008100c1000101810101020103010401060108010c01100118012001300140016000000000,0x0,target bytes equal complete official zlib v1.2.3 inflate distance-base table,literal
?dext@?1??inflate_table@@9@9,0x006B6238,10001000100010001100110012001200130013001400140015001500160016001700170018001800190019001a001a001b001b001c001c001d001d0040004000,0x0,target bytes equal complete official zlib v1.2.3 inflate distance-extra table,literal
??_C@_0BO@ECPMAOGG@invalid?5distance?5too?5far?5back?$AA@,0x006B3E58,696e76616c69642064697374616e636520746f6f20666172206261636b00,0x0,target zlib invalid-distance diagnostic string and sole inflate_fast data relocation,literal
??_C@_0BG@LBKINIKP@invalid?5distance?5code?$AA@,0x006B3E78,696e76616c69642064697374616e636520636f646500,0x0,target zlib invalid-distance-code diagnostic string used by inflate_fast,literal
??_C@_0BM@FFFLPBBC@invalid?5literal?1length?5code?$AA@,0x006B3E90,696e76616c6964206c69746572616c2f6c656e67746820636f646500,0x0,target zlib invalid-literal-length diagnostic string used by inflate_fast,literal
?lenfix@?1??fixedtables@@9@9,0x006B3580,6007000000085000000810001408730012071f0000087000000830000009c000,0x0,target contains the complete 2048-byte official zlib v1.2.3 fixed literal-length decode table; prefix revalidated here,literal
?distfix@?1??fixedtables@@9@9,0x006B3D80,1005010017050101130511001b0501101105050019050104150541001d050140,0x0,target contains the complete 128-byte official zlib v1.2.3 fixed distance decode table; prefix revalidated here,literal
?order@?1??inflate@@9@9,0x006B3E00,100011001200000008000700090006000a0005000b0004000c0003000d0002000e0001000f00,0x0,target bytes equal complete official zlib v1.2.3 inflate code-length order table,literal
??_C@_0BH@FGKKJGOC@incorrect?5length?5check?$AA@,0x006B3E28,696e636f7272656374206c656e67746820636865636b00,0x0,target zlib incorrect-length diagnostic string used by inflate,literal
??_C@_0BF@MEIGEHBE@incorrect?5data?5check?$AA@,0x006B3E40,696e636f7272656374206461746120636865636b00,0x0,target zlib incorrect-data diagnostic string used by inflate,literal
??_C@_0BG@GMDFCBGP@invalid?5distances?5set?$AA@,0x006B3EAC,696e76616c69642064697374616e6365732073657400,0x0,target zlib invalid-distances-set diagnostic string used by inflate,literal
??_C@_0BK@BMMPFBBH@invalid?5bit?5length?5repeat?$AA@,0x006B3EC4,696e76616c696420626974206c656e6774682072657065617400,0x0,target zlib invalid-bit-length-repeat diagnostic string used by inflate,literal
??_C@_0BM@IIMGAINC@invalid?5literal?1lengths?5set?$AA@,0x006B3EE0,696e76616c6964206c69746572616c2f6c656e677468732073657400,0x0,target zlib invalid-literal-lengths-set diagnostic string used by inflate,literal
??_C@_0CE@GMIGFPBB@too?5many?5length?5or?5distance?5symb@,0x006B3EFC,746f6f206d616e79206c656e677468206f722064697374616e63652073796d626f6c7300,0x0,target zlib too-many-length-or-distance-symbols diagnostic string used by inflate,literal
??_C@_0BJ@HDEPPGOH@invalid?5code?5lengths?5set?$AA@,0x006B3F20,696e76616c696420636f6465206c656e677468732073657400,0x0,target zlib invalid-code-lengths-set diagnostic string used by inflate,literal
??_C@_0BN@LGAADGOK@invalid?5stored?5block?5lengths?$AA@,0x006B3F3C,696e76616c69642073746f72656420626c6f636b206c656e6774687300,0x0,target zlib invalid-stored-block-lengths diagnostic string used by inflate,literal
??_C@_0BD@PJCBIDD@invalid?5block?5type?$AA@,0x006B3F5C,696e76616c696420626c6f636b207479706500,0x0,target zlib invalid-block-type diagnostic string used by inflate,literal
??_C@_0BE@GONKLEPM@header?5crc?5mismatch?$AA@,0x006B3F70,68656164657220637263206d69736d6174636800,0x0,target zlib header-CRC-mismatch diagnostic string used by inflate,literal
??_C@_0BJ@BLBBCOMO@unknown?5header?5flags?5set?$AA@,0x006B3F84,756e6b6e6f776e2068656164657220666c6167732073657400,0x0,target zlib unknown-header-flags diagnostic string used by inflate,literal
??_C@_0BH@LIBMMIGA@incorrect?5header?5check?$AA@,0x006B3FA0,696e636f72726563742068656164657220636865636b00,0x0,target zlib incorrect-header diagnostic string used by inflate,literal
??_C@_0BE@EMOGCLGO@invalid?5window?5size?$AA@,0x006B3FB8,696e76616c69642077696e646f772073697a6500,0x0,target zlib invalid-window-size diagnostic string used by inflate,literal
??_C@_0BL@IHKGDAEE@unknown?5compression?5method?$AA@,0x006B3FCC,756e6b6e6f776e20636f6d7072657373696f6e206d6574686f6400,0x0,target zlib unknown-compression-method diagnostic string used by inflate,literal
_crc_lookup,0x006E3860,00000000b71dc1046e3b8209d926430ddc7604136b6bc517b24d861a0550471e,0x0,Official SDK framing.obj CRC table prefix equals target table prefix,literal
??_C@_04BABO@OggS?$AA@,0x006E3C60,4f67675300,0x0,Official SDK framing.obj OggS capture literal equals target,literal
_mask,0x006E3C68,000000000100000003000000070000000f0000001f0000003f0000007f000000,0x0,Official SDK bitwise.obj mask table prefix equals target table prefix,literal
__real@8@c0068300000000000000,0x006B73E8,00000000006060c0,0x0,Official SDK vorbisfile.obj negative time sentinel equals target double,literal
__real@8@00000000000000000000,0x006C0ED0,0000000000000000,0x0,Official SDK vorbisfile.obj zero double equals target,literal
__real@4@40068000000000000000,0x006B73F4,00000043,0x0,Official SDK vorbisfile.obj float 128 equals target,literal
__real@4@400e8000000000000000,0x006B73F0,00000047,0x0,Official SDK vorbisfile.obj float 32768 equals target,literal
__floor_P,0x006D9138,b8156e00,0x0,Official SDK info/block objects reference target floor backend table,address
__residue_P,0x006D9140,38116e00,0x0,Official SDK info/block objects reference target residue backend table,address
__mapping_P,0x006D914C,20116e00,0x0,Official SDK info/block objects reference target mapping backend table,address
??_C@_06GIBB@vorbis?$AA@,0x006D31C4,766f7262697300,0x0,Official SDK info.obj vorbis signature literal equals target,literal
_FLOOR1_fromdB_LOOKUP,0x006E1198,3eb4e4330991f3338bb201343c200a34231a133460a91c34a7d726344baf3134,0x0,Official SDK floor1.obj lookup-table prefix equals target,literal
__real@4@4001ea0ea10000000000,0x006B74BC,a10eea40,0x0,Official SDK floor1.obj float constant equals target,literal
__real@4@4008ffe0000000000000,0x006B74B8,00e07f44,0x0,Official SDK floor1.obj float constant equals target,literal
__real@8@3ffe8000000000000000,0x006B73D8,000000000000e03f,0x0,Official SDK floor1.obj double 0.5 equals target,literal
__real@8@3fff8000000000000000,0x006B73F8,000000000000f03f,0x0,Official SDK floor1.obj double 1.0 equals target,literal
__real@4@00000000000000000000,0x006C0ED8,00000000,0x0,Official SDK mapping0/res0 float zero equals target,literal
__real@4@3feac0a8c10000000000,0x006B7414,c1a84035,0x0,Official SDK mapping0.obj float constant equals target,literal
__real@4@3ffe8000000000000000,0x006B73E0,0000003f,0x0,Official SDK mapping0/res0 float 0.5 equals target,literal
__real@4@40018000000000000000,0x006B7498,00008040,0x0,Official SDK mapping0.obj float 4.0 equals target,literal
__real@4@4008bf115b0000000000,0x006B7410,5b113f44,0x0,Official SDK mapping0.obj float constant equals target,literal
__real@8@4005c800000000000000,0x006AC9A0,0000000000005940,0x0,Official SDK res0.obj double 100.0 equals target,literal
_?hsqt2@?1??dradf4@@9@9,0x006D9164,f304353f,0x0,Official SDK Vorbis object data for _?hsqt2@?1??dradf4@@9@9+0x0 equals target bytes,literal
_ATH,0x006D31D0,00004cc2,0x0,Official SDK Vorbis object data for _ATH+0x0 equals target bytes,literal
_ATH+0x4,0x006D31D0,000050c2,0x4,Official SDK Vorbis object data for _ATH+0x4 equals target bytes,literal
_ATH+0x110,0x006D31D0,0000cac2,0x110,Official SDK Vorbis object data for _ATH+0x110 equals target bytes,literal
_ATH+0x15C,0x006D31D0,0000f0c1,0x15C,Official SDK Vorbis object data for _ATH+0x15C equals target bytes,literal
_ATH+0x160,0x006D31D0,000070c2,0x160,Official SDK Vorbis object data for _ATH+0x160 equals target bytes,literal
_FLOOR1_fromdB_INV_LOOKUP,0x006D8CB8,00000000be88064b48a6fc4aa43bed4a,0x0,Official SDK Vorbis object data for _FLOOR1_fromdB_INV_LOOKUP+0x0 equals target bytes,literal
__real@4@3fe59ee9ee0000000000,0x006B7424,eee99e32,0x0,Official SDK Vorbis object data for __real@4@3fe59ee9ee0000000000+0x0 equals target bytes,literal
__real@4@3ff1d1b7170000000000,0x006B741C,17b7d138,0x0,Official SDK Vorbis object data for __real@4@3ff1d1b7170000000000+0x0 equals target bytes,literal
__real@4@3ff4c1fc8f0000000000,0x006B7420,8ffc413a,0x0,Official SDK Vorbis object data for __real@4@3ff4c1fc8f0000000000+0x0 equals target bytes,literal
__real@4@3ffd8000000000000000,0x006B7448,0000803e,0x0,Official SDK Vorbis object data for __real@4@3ffd8000000000000000+0x0 equals target bytes,literal
__real@4@3fff8000000000000000,0x006B7460,0000803f,0x0,Official SDK Vorbis object data for __real@4@3fff8000000000000000+0x0 equals target bytes,literal
_?tpi@?1??dradfg@@9@9,0x006D9168,db0fc940,0x0,Official SDK smallft.obj dradfg tpi float equals target bytes,literal
_?ntryh@?1??drfti1@@9@9,0x006D9150,04000000020000000300000005000000,0x0,Official SDK smallft.obj drfti1 ntryh base table equals target bytes,literal
_?ntryh@?1??drfti1@@9@9+0x10,0x006D9150,db0fc940f304353fdb0fc940000000bf,0x10,Official SDK smallft.obj drfti1 ntryh plus 0x10 table slice equals target bytes,literal
_?tpi@?1??drfti1@@9@9,0x006D9160,db0fc940,0x0,Official SDK smallft.obj drfti1 tpi float equals target bytes,literal
__real@4@3ffeec835e0000000000,0x006B74B4,5e836c3f,0x0,Official SDK mdct.obj float constant equals target bytes,literal
__real@4@3ffdc3ef150000000000,0x006B74B0,15efc33e,0x0,Official SDK mdct.obj float constant equals target bytes,literal
__real@4@3ffeb504f30000000000,0x006B74AC,f304353f,0x0,Official SDK mdct.obj float constant equals target bytes,literal
__real@8@bffe8000000000000000,0x006B74A0,000000000000e0bf,0x0,Official SDK mdct.obj double negative 0.5 equals target bytes,literal
_vwin,0x006E10FC,7c916d00fc916d00fc926d00fc946d00fc986d00fca06d00fcb06d00fcd06d00,0x0,Official SDK window.obj eight-entry linked window pointer table equals target,address
__real@4@4001c000000000000000,0x006B747C,0000c040,0x0,Official SDK Vorbis object data for __real@4@4001c000000000000000+0x0 equals target bytes,literal
__real@4@40028000000000000000,0x006AE87C,00000041,0x0,Official SDK Vorbis object data for __real@4@40028000000000000000+0x0 equals target bytes,literal
__real@4@4002a000000000000000,0x006C0F10,00002041,0x0,Official SDK Vorbis object data for __real@4@4002a000000000000000+0x0 equals target bytes,literal
__real@4@40038000000000000000,0x006B7418,00008041,0x0,Official SDK Vorbis object data for __real@4@40038000000000000000+0x0 equals target bytes,literal
__real@4@4008f9c0000000000000,0x006B7478,00c07944,0x0,Official SDK Vorbis object data for __real@4@4008f9c0000000000000+0x0 equals target bytes,literal
__real@4@c006c800000000000000,0x006B744C,000048c3,0x0,Official SDK Vorbis object data for __real@4@c006c800000000000000+0x0 equals target bytes,literal
__real@4@c00c9c3c000000000000,0x006B7480,003c1cc6,0x0,Official SDK Vorbis object data for __real@4@c00c9c3c000000000000+0x0 equals target bytes,literal
__real@8@3ffbcccccd0000000000,0x006AF428,000000a09999b93f,0x0,Official SDK Vorbis object data for __real@8@3ffbcccccd0000000000+0x0 equals target bytes,literal
__real@8@3ffc8000000000000000,0x006B7430,000000000000c03f,0x0,Official SDK Vorbis object data for __real@8@3ffc8000000000000000+0x0 equals target bytes,literal
__real@8@3ffeb172150000000000,0x006B7428,000000a0422ee63f,0x0,Official SDK Vorbis object data for __real@8@3ffeb172150000000000+0x0 equals target bytes,literal
__real@8@3fffb8aa3b0000000000,0x006B7440,000000604715f73f,0x0,Official SDK Vorbis object data for __real@8@3fffb8aa3b0000000000+0x0 equals target bytes,literal
__real@8@3ffff800000000000000,0x006B7450,000000000000ff3f,0x0,Official SDK Vorbis object data for __real@8@3ffff800000000000000+0x0 equals target bytes,literal
__real@8@3ffffffcb90000000000,0x006B7490,0000002097ffff3f,0x0,Official SDK Vorbis object data for __real@8@3ffffffcb90000000000+0x0 equals target bytes,literal
__real@8@40008000000000000000,0x006AE1C8,0000000000000040,0x0,Official SDK Vorbis object data for __real@8@40008000000000000000+0x0 equals target bytes,literal
__real@8@40008400000000000000,0x006B7458,0000000000800040,0x0,Official SDK Vorbis object data for __real@8@40008400000000000000+0x0 equals target bytes,literal
__real@8@40008f5c290000000000,0x006B7408,0000002085eb0140,0x0,Official SDK Vorbis object data for __real@8@40008f5c290000000000+0x0 equals target bytes,literal
__real@8@4001bee7b40000000000,0x006B7438,00000080f6dc1740,0x0,Official SDK Vorbis object data for __real@8@4001bee7b40000000000+0x0 equals target bytes,literal
__real@8@4002a000000000000000,0x006B7470,0000000000002440,0x0,Official SDK Vorbis object data for __real@8@4002a000000000000000+0x0 equals target bytes,literal
__real@8@4002d1999a0000000000,0x006B7400,0000004033332a40,0x0,Official SDK Vorbis object data for __real@8@4002d1999a0000000000+0x0 equals target bytes,literal
__real@8@4003f000000000000000,0x006B7468,0000000000003e40,0x0,Official SDK Vorbis object data for __real@8@4003f000000000000000+0x0 equals target bytes,literal
__real@8@c0008000000000000000,0x006B7488,00000000000000c0,0x0,Official SDK Vorbis object data for __real@8@c0008000000000000000+0x0 equals target bytes,literal
_apsort,0x00671AF0,8b4424048b5424088b088b02d901d9e1,0x0,Official SDK Vorbis object data for _apsort+0x0 equals target bytes,literal
_hypot_lookup,0x006D90B8,69c622bcf33c38bcb68050bc65e16bbc,0x0,Official SDK Vorbis object data for _hypot_lookup+0x0 equals target bytes,literal
_sort32a,0x00672DD0,8b4424048b5424088b088b028b098b10,0x0,Official SDK Vorbis object data for _sort32a+0x0 equals target bytes,literal
_stereo_threshholds,0x006D8C70,0000000000000000000000000000e03f,0x0,Official SDK Vorbis object data for _stereo_threshholds+0x0 equals target bytes,literal
_tonemasks,0x006D3330,000070c2000070c2000070c2000070c2,0x0,Official SDK Vorbis object data for _tonemasks+0x0 equals target bytes,literal
_?seq@?1??floor1_encode@@9@9,0x006E7940,00000000,0x0,Official SDK floor1.obj zero-filled sequence scratch equals target,literal
__real@4@4000c90fdb0000000000,0x006B74A8,db0f4940,0x0,Official SDK lsp.obj float constant equals target,literal
__real@8@4004a2f9838f1632f000,0x006B74C0,5ec6e271305f4440,0x0,Official SDK lsp.obj double constant equals target,literal
_COS_LOOKUP,0x006E15D4,0000803f43ec7f3f0fb17f3f6d4e7f3f,0x0,Official SDK lsp.obj cosine lookup prefix equals target,literal
_COS_LOOKUP+0x4,0x006E15D4,43ec7f3f0fb17f3f6d4e7f3f6dc47e3f,0x4,Official SDK lsp.obj cosine lookup addend equals target,literal
__real@4@40058000000000000000,0x006B74C8,00008042,0x0,Official SDK lsp.obj float constant equals target,literal
__real@4@40048000000000000000,0x006AD3C4,00000042,0x0,Official SDK lsp.obj float constant equals target,literal
_INVSQ_LOOKUP,0x006E17D8,f304b53f6a41b23f539daf3f6c16ad3f,0x0,Official SDK lsp.obj inverse-square lookup prefix equals target,literal
